"id","surface","confidence","kind","file","line","pointer","text"
"STR-0671","backend-message","medium","literal","src/main/environmentService.ts","388","","로그인"
"STR-0672","backend-message","medium","literal","src/main/environmentService.ts","390","","cursor-agent login"
"STR-0673","backend-message","medium","literal","src/main/environmentService.ts","391","","Cursor 로그인을 실행합니다. 브라우저가 열릴 수 있습니다."
"STR-0674","backend-message","medium","template","src/main/environmentService.ts","402","","설치되어 있고 로그인되어 있습니다${…}."
"STR-0675","backend-message","medium","literal","src/main/environmentService.ts","403","","설치되어 있지만 로그인 상태를 확인하지 못했습니다."
"STR-0676","backend-message","medium","literal","src/main/environmentService.ts","410","","irm https://x.ai/cli/install.ps1 | iex"
"STR-0677","backend-message","medium","literal","src/main/environmentService.ts","411","","curl -fsSL https://x.ai/cli/install.sh | bash"
"STR-0678","backend-message","medium","literal","src/main/environmentService.ts","421","","Grok Build"
"STR-0679","backend-message","medium","template","src/main/environmentService.ts","424","","설정된 경로에서 Grok Build CLI를 찾지 못했습니다: ${…}. 경로를 고치거나 비워서 자동 탐색으로 되돌리세요."
"STR-0680","backend-message","medium","literal","src/main/environmentService.ts","425","","Grok Build CLI가 설치되어 있지 않습니다. Grok 하네스 멤버를 실행할 수 없습니다."
"STR-0681","backend-message","medium","literal","src/main/environmentService.ts","428","","설치 명령 복사"
"STR-0682","backend-message","medium","literal","src/main/environmentService.ts","431","","설치하기"
"STR-0683","backend-message","medium","template","src/main/environmentService.ts","434","","이 PC에 Grok Build CLI를 설치합니다.

${…}"
"STR-0684","backend-message","medium","literal","src/main/environmentService.ts","436","","설치 안내"
"STR-0685","backend-message","medium","literal","src/main/environmentService.ts","437","","실행 파일 경로 지정"
"STR-0686","backend-message","medium","literal","src/main/environmentService.ts","452","","Grok Build"
"STR-0687","backend-message","medium","literal","src/main/environmentService.ts","454","","같은 이름의 다른 CLI(커뮤니티 grok-dev)가 설치되어 있습니다. 공식 Grok Build CLI가 필요합니다."
"STR-0688","backend-message","medium","literal","src/main/environmentService.ts","458","","공식 CLI 설치 명령 복사"
"STR-0689","backend-message","medium","literal","src/main/environmentService.ts","459","","설치 안내"
"STR-0690","backend-message","medium","literal","src/main/environmentService.ts","466","","Grok Build"
"STR-0691","backend-message","medium","template","src/main/environmentService.ts","469","","설치되어 있고 로그인되어 있습니다${…}."
"STR-0692","backend-message","medium","literal","src/main/environmentService.ts","470","","설치되어 있지만 로그인되어 있지 않습니다."
"STR-0693","backend-message","medium","literal","src/main/environmentService.ts","476","","로그인 명령 복사"
"STR-0694","backend-message","medium","literal","src/main/environmentService.ts","476","","grok login"
"STR-0695","backend-message","medium","literal","src/main/environmentService.ts","479","","로그인"
"STR-0696","backend-message","medium","literal","src/main/environmentService.ts","481","","grok login"
"STR-0697","backend-message","medium","literal","src/main/environmentService.ts","482","","Grok 로그인을 실행합니다. 브라우저가 열릴 수 있습니다."
"STR-0698","backend-message","medium","template","src/main/environmentService.ts","517","","알 수 없는 복구 동작입니다: ${…}. 환경을 다시 점검한 뒤 시도하세요."
"STR-0699","backend-message","medium","literal","src/main/environmentService.ts","520","","running repair"
"STR-0700","backend-message","medium","literal","src/main/environmentService.ts","529","","repair failed"
"STR-0701","backend-message","medium","literal","src/main/environmentService.ts","544","","repair command completed but verification failed"
"STR-0702","backend-message","medium","literal","src/main/environmentService.ts","554","","실패했습니다. 아래 출력을 확인하거나 명령을 직접 실행해 보세요."
"STR-0703","backend-message","medium","template","src/main/environmentService.ts","556","","${…} 준비를 확인했습니다."
"STR-0704","backend-message","medium","literal","src/main/environmentService.ts","556","","환경"
"STR-0705","backend-message","medium","literal","src/main/environmentService.ts","557","","다시 점검해 주세요."
"STR-0706","backend-message","medium","template","src/main/environmentService.ts","557","","명령은 완료됐지만 ${…}을 아직 사용할 수 없습니다. ${…}"
"STR-0707","backend-message","medium","literal","src/main/environmentService.ts","557","","환경"
"STR-0708","backend-message","medium","literal","src/main/environmentService.ts","571","","이 복구 동작에는 실행할 명령이 없습니다."
"STR-0709","backend-message","medium","template","src/main/environmentService.ts","587","","cd ""${…}"" 2>/dev/null || exit 3; rm -rf node_modules package-lock.json && npm install ${…} 2>&1 | tail -5"
"STR-0710","backend-message","medium","literal","src/main/environmentService.ts","633","","WSL을 사용할 수 없습니다. WSL 워크스페이스를 열려면 WSL이 필요합니다."
"STR-0711","backend-message","medium","literal","src/main/environmentService.ts","636","","설치 명령 복사"
"STR-0712","backend-message","medium","literal","src/main/environmentService.ts","637","","WSL 설치 안내"
"STR-0713","backend-message","medium","template","src/main/environmentService.ts","648","","배포판 ${…}개: ${…}"
"STR-0714","backend-message","medium","literal","src/main/environmentService.ts","648","","사용 가능한 배포판이 없습니다."
"STR-0715","backend-message","medium","literal","src/main/environmentService.ts","668","","배포판 안에 Node.js가 있습니다."
"STR-0716","backend-message","medium","literal","src/main/environmentService.ts","676","","배포판 안에 Node.js가 없습니다. 이 배포판의 워크스페이스는 열 수 없습니다."
"STR-0717","backend-message","medium","literal","src/main/environmentService.ts","679","","설치 명령 복사"
"STR-0718","backend-message","medium","template","src/main/environmentService.ts","679","","wsl -d ${…} -e bash -lc ""sudo apt update && sudo apt install -y nodejs npm"""
"STR-0719","backend-message","medium","literal","src/main/environmentService.ts","680","","WSL에 Node 설치"
"STR-0720","backend-message","medium","literal","src/main/environmentService.ts","696","","SDK 다시 설치"
"STR-0721","backend-message","medium","template","src/main/environmentService.ts","703","","${…} · Claude Agent SDK"
"STR-0722","backend-message","medium","literal","src/main/environmentService.ts","705","","아직 설치되지 않았습니다. 이 배포판의 워크스페이스를 처음 열 때 자동으로 설치됩니다."
"STR-0723","backend-message","medium","template","src/main/environmentService.ts","715","","${…} · Claude Agent SDK"
"STR-0724","backend-message","medium","template","src/main/environmentService.ts","718","","이 배포판에는 ${…}이 설치되어 있고 앱은 ${…}을 씁니다. 배포판 SDK는 처음 설치된 뒤 자동으로 갱신되지 않습니다."
"STR-0725","backend-message","medium","literal","src/main/environmentService.ts","719","","앱과 같은 버전이 설치되어 있습니다."
"STR-0726","backend-message","medium","literal","src/main/sessionManager.ts","312","","dropped usage_limit from non-active source"
"STR-0727","backend-message","medium","literal","src/main/sessionManager.ts","360","","failed to persist usage snapshot"
"STR-0728","backend-message","medium","literal","src/main/sessionManager.ts","491","","background usage connection closed"
"STR-0729","backend-message","medium","literal","src/main/sessionManager.ts","561","","background usage poller failed; backing off"
"STR-0730","backend-message","medium","literal","src/main/sessionManager.ts","648","","Codex model discovery is disabled in E2E mode without an AGENTPARTY_CODEX_BIN override."
"STR-0731","backend-message","medium","literal","src/main/sessionManager.ts","697","","default"
"STR-0732","backend-message","medium","template","src/main/sessionManager.ts","714","","Mock session '${…}' not found"
"STR-0733","backend-message","medium","template","src/main/sessionManager.ts","742","","Session '${…}' is not a mock session."
"STR-0734","backend-message","medium","literal","src/main/sessionManager.ts","949","","a turn is in flight"
"STR-0735","backend-message","medium","literal","src/main/sessionManager.ts","952","","it is waiting on an approval"
"STR-0736","backend-message","medium","literal","src/main/sessionManager.ts","962","","a compaction is in flight"
"STR-0737","backend-message","medium","literal","src/main/sessionManager.ts","964","","compaction never reported an outcome; no longer blocking idle sleep"
"STR-0738","backend-message","medium","template","src/main/sessionManager.ts","974","","${…} background task(s) are still running"
"STR-0739","backend-message","medium","literal","src/main/sessionManager.ts","981","","turns are buffered in the harness"
"STR-0740","backend-message","medium","literal","src/main/sessionManager.ts","1003","","응답이 멈춘 것 같습니다"
"STR-0741","backend-message","medium","template","src/main/sessionManager.ts","1004","","${…}초 동안 하네스에서 아무 응답이 없습니다. 모델이 도구 호출 등에서 실패했거나 멈췄을 수 있습니다(모델이 느린 것일 수도 있습니다)."
"STR-0742","backend-message","medium","literal","src/main/sessionManager.ts","1005","","계속 기다리거나, 정지 후 다시 시도하거나, 세션을 재시작하세요."
"STR-0743","backend-message","medium","template","src/main/sessionManager.ts","1116","","Session '${…}' is not running, so there is nothing to compact."
"STR-0744","backend-message","medium","template","src/main/sessionManager.ts","1221","","Session '${…}' does not support a Codex policy (not a Codex harness)."
"STR-0745","backend-message","medium","template","src/main/sessionManager.ts","1229","","Session '${…}' does not support a Cursor policy (not a Cursor harness)."
"STR-0746","backend-message","medium","template","src/main/sessionManager.ts","1238","","Session '${…}' not found."
"STR-0747","backend-message","medium","template","src/main/sessionManager.ts","1246","","Session '${…}' does not expose MCP status."
"STR-0748","backend-message","medium","template","src/main/sessionManager.ts","1254","","Session '${…}' does not support reconnecting an MCP server."
"STR-0749","backend-message","medium","template","src/main/sessionManager.ts","1262","","Session '${…}' does not support enabling/disabling an MCP server (config-file driven on this harness)."
"STR-0750","backend-message","medium","template","src/main/sessionManager.ts","1270","","Session '${…}' does not support MCP OAuth here — authenticate via the interactive client."
"STR-0751","backend-message","medium","literal","src/main/sessionManager.ts","1626","","Claude Code"
"STR-0752","renderer-candidate","medium","literal","src/renderer/App.tsx","58","","default"
"STR-0753","renderer-candidate","medium","literal","src/renderer/App.tsx","97","","workbench"
"STR-0754","renderer-candidate","medium","template","src/renderer/App.tsx","196","","배포자가 최신 릴리스를 회수했습니다. 이전 버전 ${…} 으로 되돌릴 수 있습니다 — 제목 표시줄의 배지에서 진행하세요."
"STR-0755","renderer-candidate","medium","template","src/renderer/App.tsx","197","","새 버전 ${…} 이(가) 있습니다. 제목 표시줄의 업데이트 배지에서 받을 수 있습니다."
"STR-0756","renderer-candidate","medium","template","src/renderer/App.tsx","236","","글씨 크기 ${…}%"
"STR-0757","renderer-candidate","medium","template","src/renderer/App.tsx","322","","가이드 안내를 기록하지 못했습니다: ${…}"
"STR-0758","renderer-candidate","medium","literal","src/renderer/App.tsx","393","","workbench"
"STR-0759","renderer-candidate","medium","literal","src/renderer/App.tsx","400","","workbench"
"STR-0760","renderer-candidate","medium","literal","src/renderer/App.tsx","409","","workbench"
"STR-0761","renderer-candidate","medium","literal","src/renderer/App.tsx","439","","workbench"
"STR-0762","renderer-candidate","medium","template","src/renderer/App.tsx","540","","'${…}' 대화 기록 복원 실패 — 다시 시도합니다."
"STR-0763","renderer-candidate","medium","literal","src/renderer/App.tsx","642","","이 승인 요청의 세션이 이미 종료되어 응답이 전달되지 않았습니다."
"STR-0764","renderer-candidate","medium","literal","src/renderer/App.tsx","644","","이미 처리되었거나 만료된 승인 요청입니다. 응답이 전달되지 않았습니다."
"STR-0765","renderer-candidate","medium","template","src/renderer/App.tsx","668","","구독 인증 상태 확인 실패: ${…}"
"STR-0766","renderer-candidate","medium","literal","src/renderer/App.tsx","682","","새 파티"
"STR-0767","renderer-candidate","medium","literal","src/renderer/App.tsx","684","","workbench"
"STR-0768","renderer-candidate","medium","literal","src/renderer/App.tsx","689","","파티를 만들지 못했습니다"
"STR-0769","renderer-candidate","medium","literal","src/renderer/App.tsx","698","","파티를 전환하지 못했습니다"
"STR-0770","renderer-candidate","medium","template","src/renderer/App.tsx","718","","새 창을 열지 못했습니다 — ${…}"
"STR-0771","renderer-candidate","medium","template","src/renderer/App.tsx","849","","'${…}' 멤버를 만들지 못했습니다"
"STR-0772","renderer-candidate","medium","template","src/renderer/App.tsx","859","","'${…}' 멤버를 삭제하지 못했습니다"
"STR-0773","renderer-candidate","medium","literal","src/renderer/App.tsx","880","","[layout] could not persist the tab layout"
"STR-0774","renderer-candidate","medium","literal","src/renderer/App.tsx","909","","파티를 삭제하지 못했습니다"
"STR-0775","renderer-candidate","medium","literal","src/renderer/App.tsx","969","","파티 프롬프트를 저장하지 못했습니다"
"STR-0776","renderer-candidate","medium","template","src/renderer/App.tsx","1021","","'${…}' 권한을 변경하지 못했습니다: ${…}"
"STR-0777","renderer-candidate","medium","template","src/renderer/App.tsx","1031","","구독 연결을 시작하지 못했습니다: ${…}"
"STR-0778","renderer-candidate","medium","template","src/renderer/App.tsx","1043","","구독 연결을 끊지 못했습니다: ${…}"
"STR-0779","renderer-candidate","medium","literal","src/renderer/App.tsx","1097","","컨텍스트를 압축하지 못했습니다"
"STR-0780","renderer-candidate","medium","literal","src/renderer/App.tsx","1170","","엔진이 세션을 반환하지 않았습니다."
"STR-0781","renderer-candidate","medium","literal","src/renderer/App.tsx","1182","","runtime"
"STR-0782","renderer-candidate","medium","template","src/renderer/App.tsx","1220","","'${…}' 세션을 시작하지 못했습니다."
"STR-0783","renderer-candidate","medium","literal","src/renderer/App.tsx","1279","","엔진이 세션을 반환하지 않았습니다."
"STR-0784","renderer-candidate","medium","template","src/renderer/App.tsx","1284","","'${…}' 세션을 준비하지 못했습니다: ${…} 자동으로 다시 시도합니다."
"STR-0785","renderer-candidate","medium","template","src/renderer/App.tsx","1285","","'${…}' 세션을 준비하지 못했습니다"
"STR-0786","renderer-candidate","medium","literal","src/renderer/App.tsx","1294","","승인 결과를 전달하지 못했습니다"
"STR-0787","renderer-candidate","medium","literal","src/renderer/App.tsx","1305","","승인 결과를 전달하지 못했습니다"
"STR-0788","renderer-candidate","medium","literal","src/renderer/App.tsx","1310","","중단하지 못했습니다"
"STR-0789","renderer-candidate","medium","literal","src/renderer/App.tsx","1314","","강제 종료하지 못했습니다"
"STR-0790","renderer-candidate","medium","literal","src/renderer/App.tsx","1318","","세션을 재시작하지 못했습니다"
"STR-0791","renderer-candidate","medium","template","src/renderer/App.tsx","1325","","'${…}' 세션을 재시작하지 못했습니다"
"STR-0792","renderer-candidate","medium","template","src/renderer/App.tsx","1335","","'${…}' auto-compact 설정을 저장하지 못했습니다"
"STR-0793","renderer-candidate","medium","template","src/renderer/App.tsx","1340","","'${…}' Message Gate 설정을 저장하지 못했습니다"
"STR-0794","renderer-candidate","medium","template","src/renderer/App.tsx","1343","","'${…}' 메시지 인터럽트 기본값을 저장하지 못했습니다"
"STR-0795","renderer-candidate","medium","literal","src/renderer/App.tsx","1346","","파티 Message Gate 설정을 저장하지 못했습니다"
"STR-0796","renderer-candidate","medium","template","src/renderer/App.tsx","1353","","'${…}' 멤버를 닫지 못했습니다"
"STR-0797","renderer-candidate","medium","literal","src/renderer/App.tsx","1409","","추론 강도를 바꾸지 못했습니다"
"STR-0798","renderer-candidate","medium","literal","src/renderer/App.tsx","1416","","추론 모드를 바꾸지 못했습니다"
"STR-0799","renderer-candidate","medium","literal","src/renderer/App.tsx","1431","","세션을 먼저 시작하세요 (멤버에게 메시지를 보내거나 패널을 열면 준비됩니다)."
"STR-0800","renderer-candidate","medium","literal","src/renderer/App.tsx","1450","","세션을 먼저 시작하세요."
"STR-0801","renderer-candidate","medium","template","src/renderer/App.tsx","1484","","가이드를 열지 못했습니다: ${…}"
"STR-0802","renderer-candidate","medium","literal","src/renderer/App.tsx","1491","","workbench"
"STR-0803","renderer-candidate","medium","literal","src/renderer/App.tsx","1491","","Workbench"
"STR-0804","renderer-candidate","medium","literal","src/renderer/App.tsx","1492","","가이드"
"STR-0805","renderer-candidate","medium","literal","src/renderer/App.tsx","1493","","세션"
"STR-0806","renderer-candidate","medium","literal","src/renderer/App.tsx","1494","","Token Usage"
"STR-0807","renderer-candidate","medium","literal","src/renderer/App.tsx","1495","","인증"
"STR-0808","renderer-candidate","medium","literal","src/renderer/App.tsx","1496","","런타임"
"STR-0809","renderer-candidate","medium","literal","src/renderer/App.tsx","1496","","runtime"
"STR-0810","renderer-candidate","medium","literal","src/renderer/App.tsx","1497","","자동화"
"STR-0811","renderer-ui","high","jsx-title","src/renderer/App.tsx","1544","","테마 전환"
"STR-0812","renderer-ui","high","jsx-title","src/renderer/App.tsx","1553","","최소화"
"STR-0813","renderer-ui","high","jsx-title","src/renderer/App.tsx","1554","","최대화"
"STR-0814","renderer-ui","high","jsx-title","src/renderer/App.tsx","1555","","닫기"
"STR-0815","renderer-ui","high","jsx-aria-label","src/renderer/App.tsx","1560","","기본 탐색"
"STR-0816","renderer-ui","high","jsx-title","src/renderer/App.tsx","1569","","계정"
"STR-0817","renderer-candidate","medium","literal","src/renderer/App.tsx","1573","","workbench"
"STR-0818","renderer-ui","high","jsx-text","src/renderer/App.tsx","1577","","Workbench"
"STR-0819","renderer-ui","high","jsx-title","src/renderer/App.tsx","1580","","WSL distro: ${…}"
"STR-0820","renderer-candidate","medium","literal","src/renderer/App.tsx","1582","","작업공간 없음"
"STR-0821","renderer-ui","high","jsx-text","src/renderer/App.tsx","1584","","멤버를 탭으로 열고 패널을 나누어 여러 세션을 한 화면에서 관리합니다."
"STR-0822","renderer-ui","high","jsx-text","src/renderer/App.tsx","1587","","작업공간"
"STR-0823","renderer-candidate","medium","literal","src/renderer/App.tsx","1599","","Codex 모델 목록을 새로고침하지 못했습니다"
"STR-0824","renderer-candidate","medium","literal","src/renderer/App.tsx","1632","","workbench"
"STR-0825","renderer-ui","high","jsx-title","src/renderer/App.tsx","1643","","WSL distro: ${…}"
"STR-0826","renderer-candidate","medium","literal","src/renderer/App.tsx","1644","","작업공간 없음"
"STR-0827","renderer-ui","high","jsx-text","src/renderer/App.tsx","1650","","작업공간"
"STR-0828","renderer-candidate","medium","literal","src/renderer/App.tsx","1660","","workbench"
"STR-0829","renderer-candidate","medium","literal","src/renderer/App.tsx","1678","","runtime"
"STR-0830","renderer-candidate","medium","literal","src/renderer/App.tsx","1685","","Codex 모델 목록을 새로고침하지 못했습니다"
"STR-0831","renderer-candidate","medium","literal","src/renderer/App.tsx","1708","","workbench"
"STR-0832","renderer-candidate","medium","template","src/renderer/App.tsx","1709","","'${…}' 멤버 대화로 이동했습니다."
"STR-0833","renderer-ui","high","jsx-title","src/renderer/App.tsx","1748","","닫기"
"STR-0834","renderer-candidate","medium","literal","src/renderer/app/appState.ts","9","","runtime"
"STR-0835","renderer-candidate","medium","literal","src/renderer/app/appState.ts","9","","workbench"
"STR-0836","renderer-candidate","medium","literal","src/renderer/app/appState.ts","32","","default"
"STR-0837","renderer-candidate","medium","literal","src/renderer/app/appState.ts","35","","default"
"STR-0838","renderer-candidate","medium","literal","src/renderer/app/appState.ts","66","","Workbench"
"STR-0839","renderer-candidate","medium","literal","src/renderer/app/appState.ts","67","","가이드"
"STR-0840","renderer-candidate","medium","literal","src/renderer/app/appState.ts","68","","세션"
"STR-0841","renderer-candidate","medium","literal","src/renderer/app/appState.ts","69","","Token Usage"
"STR-0842","renderer-candidate","medium","literal","src/renderer/app/appState.ts","70","","인증"
"STR-0843","renderer-candidate","medium","literal","src/renderer/app/appState.ts","71","","런타임"
"STR-0844","renderer-candidate","medium","literal","src/renderer/app/appState.ts","72","","자동화"
"STR-0845","renderer-candidate","medium","literal","src/renderer/app/appState.ts","81","","패널과 탭으로 멤버 세션을 나누어 실행합니다."
"STR-0846","renderer-candidate","medium","literal","src/renderer/app/appState.ts","82","","앱을 실제로 움직여 보여주고, 궁금한 것에 답합니다."
"STR-0847","renderer-candidate","medium","literal","src/renderer/app/appState.ts","83","","활성 세션을 열거나 이전 작업을 이어서 진행합니다."
"STR-0848","renderer-candidate","medium","literal","src/renderer/app/appState.ts","84","","어디서 얼마나 타는지 몇 초 안에 알아채고, 원인까지 한 화면에서 내려갑니다."
"STR-0849","renderer-candidate","medium","literal","src/renderer/app/appState.ts","85","","구독과 provider API 키를 관리합니다."
"STR-0850","renderer-candidate","medium","literal","src/renderer/app/appState.ts","86","","하네스, provider, 모델, 디버깅 기본값을 관리합니다."
"STR-0851","renderer-candidate","medium","literal","src/renderer/app/appState.ts","87","","AI 자동화와 E2E 테스트용 로컬 API 및 로그를 확인합니다."
"STR-0852","renderer-candidate","medium","literal","src/renderer/app/appState.ts","97","","runtime"
"STR-0853","renderer-candidate","medium","literal","src/renderer/app/appState.ts","97","","workbench"
"STR-0854","renderer-candidate","medium","literal","src/renderer/app/favoriteModelPrefs.ts","66","","favourite models: no writer registered (usePublishFavoriteModels was never mounted)"
"STR-0855","renderer-candidate","medium","literal","src/renderer/app/fontProbe.ts","23","","가나다라ABCXYZabcxyz0123"
"STR-0856","renderer-candidate","medium","literal","src/renderer/app/fontProbe.ts","127","","이 런타임은 설치 글꼴 열거(queryLocalFonts)를 지원하지 않습니다."
"STR-0857","renderer-candidate","medium","template","src/renderer/app/fontProbe.ts","134","","설치 글꼴을 열거하지 못했습니다: ${…}"
"STR-0858","renderer-candidate","medium","literal","src/renderer/app/fontProbe.ts","138","","글꼴 분류에 필요한 캔버스를 만들지 못했습니다."
"STR-0859","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","17","","가이드를 먼저 보시겠습니까?"
"STR-0860","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","21","","앱을 움직이는 화면과, 물어볼 수 있는 채팅이 한 창에 있습니다. 지금은 한 번만 여쭤봅니다."
"STR-0861","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","25","","나중에"
"STR-0862","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","26","","가이드 보기"
"STR-0863","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","18","","직결 가능"
"STR-0864","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","20","","공인 IP와 포트 매핑이 모두 확인되었습니다. 폰이 다른 네트워크(LTE·5G)에 있어도 대개 바로 연결됩니다."
"STR-0865","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","21","","추가 설정이 필요 없습니다."
"STR-0866","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","24","","공유기가 포트 매핑을 거부"
"STR-0867","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","26","","공인 IP는 있지만 공유기가 UPnP/NAT-PMP 요청에 응답하지 않았습니다. 연결이 되더라도 폰이 먼저 걸어야 하는 경우가 늘어 실패율이 올라갑니다."
"STR-0868","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","27","","공유기 관리 페이지에서 UPnP를 켜세요. 켤 수 없다면 같은 Wi-Fi에서 쓰거나, 아래 포트를 수동으로 포워딩하세요."
"STR-0869","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","30","","공유기가 두 겹"
"STR-0870","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","32","","인터넷 회선과 이 PC 사이에 공유기가 두 대 이상 있습니다. 바깥 공유기가 안쪽 공유기에게 사설 IP를 주고 있어, 안쪽에서 연 포트가 바깥까지 닿지 않습니다."
"STR-0871","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","33","","둘 중 하나를 브리지(허브) 모드로 바꾸거나, 이 PC를 바깥쪽 공유기에 직접 연결하세요."
"STR-0872","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","36","","통신사 공유 IP (CGNAT)"
"STR-0873","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","38","","통신사가 공인 IP 대신 가입자끼리 나눠 쓰는 주소(100.64~100.127 대역)를 주고 있습니다. 외부에서 이 PC로 들어오는 연결을 열 방법이 없습니다."
"STR-0874","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","39","","통신사 고객센터에 공인 IP(고정 IP가 아니어도 됩니다)를 요청하세요. 그 전까지는 폰과 PC를 같은 Wi-Fi에 두면 연결됩니다."
"STR-0875","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","42","","회선이 사설 IP"
"STR-0876","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","44","","이 PC의 바깥 주소가 공인 IP가 아닙니다. 회사·학교·기숙사 망이나 상위 장비의 NAT 안에 있을 때 나타납니다."
"STR-0877","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","45","","망 관리자에게 문의하거나, 폰과 PC를 같은 네트워크에 두고 사용하세요."
"STR-0878","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","48","","대칭형 NAT"
"STR-0879","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","50","","상대마다 다른 포트를 배정하는 방식이라, 서로의 주소를 미리 알아내는 P2P 방식이 통하지 않습니다. 직결 실패의 가장 흔한 원인입니다."
"STR-0880","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","51","","공유기의 NAT 유형을 'full cone'/'개방형'으로 바꿀 수 있는지 확인하세요. 안 되면 같은 Wi-Fi에서 사용하세요."
"STR-0881","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","54","","IPv6 전용 회선"
"STR-0882","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","56","","이 PC는 IPv6만 쓰고 있습니다. 폰이 IPv4 전용 망에 있으면 서로 닿을 주소가 없습니다."
"STR-0883","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","57","","폰과 PC 모두 IPv6를 쓰는 망이면 연결됩니다. 아니면 같은 Wi-Fi에서 사용하세요."
"STR-0884","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","60","","판단 실패"
"STR-0885","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","62","","STUN 응답을 받지 못해 네트워크 종류를 알아내지 못했습니다. 방화벽이 UDP를 막고 있을 수 있습니다."
"STR-0886","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","63","","방화벽에서 AgentParty의 UDP 통신을 허용한 뒤 진단을 다시 실행하세요."
"STR-0887","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","69","","꺼짐"
"STR-0888","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","70","","연결 중…"
"STR-0889","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","71","","인증 중…"
"STR-0890","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","72","","대기 중"
"STR-0891","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","73","","재시도 대기"
"STR-0892","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","74","","실패"
"STR-0893","renderer-ui","high","jsx-text","src/renderer/app/MobileLinkTab.tsx","159","","연결 상태"
"STR-0894","renderer-ui","high","jsx-text","src/renderer/app/MobileLinkTab.tsx","162","","연결됩니다. 대화 내용은 중계 서버를 지나지 않고, 서버는 두 기기가 서로를 찾도록 주소만 이어줍니다."
"STR-0895","renderer-ui","high","jsx-text","src/renderer/app/MobileLinkTab.tsx","162","","직접"
"STR-0896","renderer-ui","high","jsx-text","src/renderer/app/MobileLinkTab.tsx","162","","폰의 AgentParty 앱이 이 PC에"
"STR-0897","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","168","","꺼짐"
"STR-0898","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","168","","읽는 중…"
"STR-0899","renderer-candidate","medium","template","src/renderer/app/MobileLinkTab.tsx","171","","연결된 폰 ${…}대 · 등록 ${…}대"
"STR-0900","renderer-ui","high","jsx-text","src/renderer/app/MobileLinkTab.tsx","185","","모바일 연결 사용"
"STR-0901","renderer-ui","high","jsx-text","src/renderer/app/MobileLinkTab.tsx","187","","끄면 이 PC는 시그널링 서버에 접속하지 않고, 연결된 폰은 즉시 끊깁니다."
"STR-0902","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","196","","대기"
"STR-0903","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","196","","조작 중"
"STR-0904","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","200","","같은 네트워크 직결"
"STR-0905","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","200","","릴레이"
"STR-0906","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","200","","직결"
"STR-0907","renderer-candidate","medium","template","src/renderer/app/MobileLinkTab.tsx","201","","· 워크스페이스 ${…}"
"STR-0908","renderer-ui","high","jsx-text","src/renderer/app/MobileLinkTab.tsx","209","","연결 끊기"
