"id","surface","confidence","kind","file","line","pointer","text","suggested_text_ko"
"STR-0669","backend-message","medium","literal","src/main/environmentService.ts","732","","로그인 명령 복사",""
"STR-0670","backend-message","medium","literal","src/main/environmentService.ts","864","","cursor-agent login",""
"STR-0671","backend-message","medium","literal","src/main/environmentService.ts","394","","로그인",""
"STR-0672","backend-message","medium","literal","src/main/environmentService.ts","869","","cursor-agent login",""
"STR-0673","backend-message","medium","literal","src/main/environmentService.ts","870","","Cursor 로그인을 실행합니다. 브라우저가 열릴 수 있습니다.",""
"STR-0674","backend-message","medium","template","src/main/environmentService.ts","883","","설치되어 있고 로그인되어 있습니다${…}.",""
"STR-0675","backend-message","medium","literal","src/main/environmentService.ts","884","","설치되어 있지만 로그인 상태를 확인하지 못했습니다.",""
"STR-0676","backend-message","medium","literal","src/main/environmentService.ts","893","","irm https://x.ai/cli/install.ps1 | iex",""
"STR-0677","backend-message","medium","literal","src/main/environmentService.ts","894","","curl -fsSL https://x.ai/cli/install.sh | bash",""
"STR-0678","backend-message","medium","literal","src/main/environmentService.ts","913","","Grok Build",""
"STR-0679","backend-message","medium","template","src/main/environmentService.ts","916","","설정된 경로에서 Grok Build CLI를 찾지 못했습니다: ${…}. 경로를 고치거나 비워서 자동 탐색으로 되돌리세요.","설정된 경로에서 Grok Build CLI를 찾을 수 없습니다: ${…}. 경로를 수정하거나 입력값을 비워 자동 탐색을 사용하세요."
"STR-0680","backend-message","medium","literal","src/main/environmentService.ts","917","","Grok Build CLI가 설치되어 있지 않습니다. Grok 하네스 멤버를 실행할 수 없습니다.",""
"STR-0681","backend-message","medium","literal","src/main/environmentService.ts","921","","설치 명령 복사",""
"STR-0682","backend-message","medium","literal","src/main/environmentService.ts","924","","설치하기",""
"STR-0683","backend-message","medium","template","src/main/environmentService.ts","927","","이 PC에 Grok Build CLI를 설치합니다.

${…}",""
"STR-0684","backend-message","medium","literal","src/main/environmentService.ts","929","","설치 안내",""
"STR-0685","backend-message","medium","literal","src/main/environmentService.ts","930","","실행 파일 경로 지정",""
"STR-0686","backend-message","medium","literal","src/main/environmentService.ts","949","","Grok Build",""
"STR-0687","backend-message","medium","literal","src/main/environmentService.ts","978","","같은 이름의 다른 CLI(커뮤니티 grok-dev)가 설치되어 있습니다. 공식 Grok Build CLI가 필요합니다.",""
"STR-0688","backend-message","medium","literal","src/main/environmentService.ts","961","","공식 CLI 설치 명령 복사",""
"STR-0689","backend-message","medium","literal","src/main/environmentService.ts","962","","설치 안내",""
"STR-0690","backend-message","medium","literal","src/main/environmentService.ts","954","","Grok Build",""
"STR-0691","backend-message","medium","template","src/main/environmentService.ts","1013","","설치되어 있고 로그인되어 있습니다${…}.",""
"STR-0692","backend-message","medium","literal","src/main/environmentService.ts","1014","","설치되어 있지만 로그인되어 있지 않습니다.",""
"STR-0693","backend-message","medium","literal","src/main/environmentService.ts","864","","로그인 명령 복사",""
"STR-0694","backend-message","medium","literal","src/main/environmentService.ts","1021","","grok login",""
"STR-0695","backend-message","medium","literal","src/main/environmentService.ts","413","","로그인",""
"STR-0696","backend-message","medium","literal","src/main/environmentService.ts","1026","","grok login",""
"STR-0697","backend-message","medium","literal","src/main/environmentService.ts","1027","","Grok 로그인을 실행합니다. 브라우저가 열릴 수 있습니다.",""
"STR-0698","backend-message","medium","template","src/main/environmentService.ts","1107","","알 수 없는 복구 동작입니다: ${…}. 환경을 다시 점검한 뒤 시도하세요.",""
"STR-0699","backend-message","medium","literal","src/main/environmentService.ts","1110","","running repair",""
"STR-0700","backend-message","medium","literal","src/main/environmentService.ts","1119","","repair failed",""
"STR-0701","backend-message","medium","literal","src/main/environmentService.ts","1134","","repair command completed but verification failed",""
"STR-0702","backend-message","medium","literal","src/main/environmentService.ts","1144","","실패했습니다. 아래 출력을 확인하거나 명령을 직접 실행해 보세요.","복구에 실패했습니다. 아래 출력을 확인하거나 명령을 직접 실행하세요."
"STR-0703","backend-message","medium","template","src/main/environmentService.ts","1146","","${…} 준비를 확인했습니다.","${…} 준비 상태를 확인했습니다."
"STR-0704","backend-message","medium","literal","src/main/environmentService.ts","1146","","환경",""
"STR-0705","backend-message","medium","literal","src/main/environmentService.ts","1147","","다시 점검해 주세요.","환경을 다시 점검하세요."
"STR-0706","backend-message","medium","template","src/main/environmentService.ts","1147","","명령은 완료됐지만 ${…}을 아직 사용할 수 없습니다. ${…}","명령은 완료되었지만 ${…}을(를) 아직 사용할 수 없습니다. ${…}"
"STR-0707","backend-message","medium","literal","src/main/environmentService.ts","1147","","환경",""
"STR-0708","backend-message","medium","literal","src/main/environmentService.ts","1161","","이 복구 동작에는 실행할 명령이 없습니다.",""
"STR-0709","backend-message","medium","template","src/main/environmentService.ts","1177","","cd ""${…}"" 2>/dev/null || exit 3; rm -rf node_modules package-lock.json && npm install ${…} 2>&1 | tail -5",""
"STR-0710","backend-message","medium","literal","src/main/environmentService.ts","845","","WSL을 사용할 수 없습니다. WSL 워크스페이스를 열려면 WSL이 필요합니다.",""
"STR-0711","backend-message","medium","literal","src/main/environmentService.ts","1369","","설치 명령 복사",""
"STR-0712","backend-message","medium","literal","src/main/environmentService.ts","1370","","WSL 설치 안내",""
"STR-0713","backend-message","medium","template","src/main/environmentService.ts","860","","배포판 ${…}개: ${…}",""
"STR-0714","backend-message","medium","literal","src/main/environmentService.ts","1397","","사용 가능한 배포판이 없습니다.",""
"STR-0715","backend-message","medium","literal","src/main/environmentService.ts","880","","배포판 안에 Node.js가 있습니다.","배포판에 Node.js가 설치되어 있습니다."
"STR-0716","backend-message","medium","literal","src/main/environmentService.ts","888","","배포판 안에 Node.js가 없습니다. 이 배포판의 워크스페이스는 열 수 없습니다.","배포판에 Node.js가 없습니다. 이 배포판의 작업공간은 열 수 없습니다."
"STR-0717","backend-message","medium","literal","src/main/environmentService.ts","1526","","설치 명령 복사",""
"STR-0718","backend-message","medium","template","src/main/environmentService.ts","1526","","wsl -d ${…} -e bash -lc ""sudo apt update && sudo apt install -y nodejs npm""",""
"STR-0719","backend-message","medium","literal","src/main/environmentService.ts","1527","","WSL에 Node 설치",""
"STR-0720","backend-message","medium","literal","src/main/environmentService.ts","1533","","SDK 다시 설치",""
"STR-0721","backend-message","medium","template","src/main/environmentService.ts","1554","","${…} · Claude Agent SDK",""
"STR-0722","backend-message","medium","literal","src/main/environmentService.ts","917","","아직 설치되지 않았습니다. 이 배포판의 워크스페이스를 처음 열 때 자동으로 설치됩니다.",""
"STR-0723","backend-message","medium","template","src/main/environmentService.ts","1585","","${…} · Claude Agent SDK",""
"STR-0724","backend-message","medium","template","src/main/environmentService.ts","930","","이 배포판에는 ${…}이 설치되어 있고 앱은 ${…}을 씁니다. 배포판 SDK는 처음 설치된 뒤 자동으로 갱신되지 않습니다.","이 배포판에는 ${…}이(가) 설치되어 있으나 앱은 ${…}을(를) 사용합니다. 배포판 SDK는 최초 설치 후 자동으로 갱신되지 않습니다."
"STR-0725","backend-message","medium","literal","src/main/environmentService.ts","931","","앱과 같은 버전이 설치되어 있습니다.",""
"STR-0726","backend-message","medium","literal","src/main/sessionManager.ts","316","","dropped usage_limit from non-active source",""
"STR-0727","backend-message","medium","literal","src/main/sessionManager.ts","364","","failed to persist usage snapshot",""
"STR-0728","backend-message","medium","literal","src/main/sessionManager.ts","495","","background usage connection closed",""
"STR-0729","backend-message","medium","literal","src/main/sessionManager.ts","565","","background usage poller failed; backing off",""
"STR-0730","backend-message","medium","literal","src/main/sessionManager.ts","652","","Codex model discovery is disabled in E2E mode without an AGENTPARTY_CODEX_BIN override.",""
"STR-0731","backend-message","medium","literal","src/main/sessionManager.ts","702","","default",""
"STR-0732","backend-message","medium","template","src/main/sessionManager.ts","719","","Mock session '${…}' not found",""
"STR-0733","backend-message","medium","template","src/main/sessionManager.ts","747","","Session '${…}' is not a mock session.",""
"STR-0734","backend-message","medium","literal","src/main/sessionManager.ts","954","","a turn is in flight",""
"STR-0735","backend-message","medium","literal","src/main/sessionManager.ts","957","","it is waiting on an approval",""
"STR-0736","backend-message","medium","literal","src/main/sessionManager.ts","967","","a compaction is in flight",""
"STR-0737","backend-message","medium","literal","src/main/sessionManager.ts","969","","compaction never reported an outcome; no longer blocking idle sleep",""
"STR-0738","backend-message","medium","template","src/main/sessionManager.ts","979","","${…} background task(s) are still running",""
"STR-0739","backend-message","medium","literal","src/main/sessionManager.ts","986","","turns are buffered in the harness",""
"STR-0740","backend-message","medium","literal","src/main/sessionManager.ts","1008","","응답이 멈춘 것 같습니다","응답 지연이 감지되었습니다"
"STR-0741","backend-message","medium","template","src/main/sessionManager.ts","1009","","${…}초 동안 하네스에서 아무 응답이 없습니다. 모델이 도구 호출 등에서 실패했거나 멈췄을 수 있습니다(모델이 느린 것일 수도 있습니다).","하네스가 ${…}초 동안 응답하지 않았습니다. 모델이 도구 호출 등에서 오류가 발생했거나 중단되었을 수 있으며, 응답 처리 시간이 긴 경우일 수도 있습니다."
"STR-0742","backend-message","medium","literal","src/main/sessionManager.ts","1010","","계속 기다리거나, 정지 후 다시 시도하거나, 세션을 재시작하세요.",""
"STR-0743","backend-message","medium","template","src/main/sessionManager.ts","1121","","Session '${…}' is not running, so there is nothing to compact.",""
"STR-0744","backend-message","medium","template","src/main/sessionManager.ts","1226","","Session '${…}' does not support a Codex policy (not a Codex harness).",""
"STR-0745","backend-message","medium","template","src/main/sessionManager.ts","1234","","Session '${…}' does not support a Cursor policy (not a Cursor harness).",""
"STR-0746","backend-message","medium","template","src/main/sessionManager.ts","1243","","Session '${…}' not found.",""
"STR-0747","backend-message","medium","template","src/main/sessionManager.ts","1251","","Session '${…}' does not expose MCP status.",""
"STR-0748","backend-message","medium","template","src/main/sessionManager.ts","1259","","Session '${…}' does not support reconnecting an MCP server.",""
"STR-0749","backend-message","medium","template","src/main/sessionManager.ts","1267","","Session '${…}' does not support enabling/disabling an MCP server (config-file driven on this harness).",""
"STR-0750","backend-message","medium","template","src/main/sessionManager.ts","1275","","Session '${…}' does not support MCP OAuth here — authenticate via the interactive client.",""
"STR-0751","backend-message","medium","literal","src/main/sessionManager.ts","1631","","Claude Code",""
"STR-0752","renderer-candidate","medium","literal","src/renderer/App.tsx","69","","default",""
"STR-0753","renderer-candidate","medium","literal","src/renderer/App.tsx","109","","workbench",""
"STR-0754","renderer-candidate","medium","template","src/renderer/App.tsx","405","","배포자가 최신 릴리스를 회수했습니다. 이전 버전 ${…} 으로 되돌릴 수 있습니다 — 제목 표시줄의 배지에서 진행하세요.","배포자가 최신 릴리스를 회수했습니다. 이전 버전 ${…}으로 되돌릴 수 있습니다. 제목 표시줄의 배지에서 진행하세요."
"STR-0755","renderer-candidate","medium","template","src/renderer/App.tsx","406","","새 버전 ${…} 이(가) 있습니다. 제목 표시줄의 업데이트 배지에서 받을 수 있습니다.","새 버전 ${…}이(가) 있습니다. 제목 표시줄의 업데이트 배지에서 다운로드할 수 있습니다."
"STR-0756","renderer-candidate","medium","template","src/renderer/App.tsx","445","","글씨 크기 ${…}%",""
"STR-0757","renderer-candidate","medium","template","src/renderer/App.tsx","561","","가이드 안내를 기록하지 못했습니다: ${…}",""
"STR-0758","renderer-candidate","medium","literal","src/renderer/App.tsx","634","","workbench",""
"STR-0759","renderer-candidate","medium","literal","src/renderer/App.tsx","641","","workbench",""
"STR-0760","renderer-candidate","medium","literal","src/renderer/App.tsx","650","","workbench",""
"STR-0761","renderer-candidate","medium","literal","src/renderer/App.tsx","687","","workbench",""
"STR-0762","renderer-candidate","medium","template","src/renderer/App.tsx","803","","'${…}' 대화 기록 복원 실패 — 다시 시도합니다.","'${…}' 대화 기록을 복원하지 못해 다시 시도합니다."
"STR-0763","renderer-candidate","medium","literal","src/renderer/App.tsx","906","","이 승인 요청의 세션이 이미 종료되어 응답이 전달되지 않았습니다.",""
"STR-0764","renderer-candidate","medium","literal","src/renderer/App.tsx","908","","이미 처리되었거나 만료된 승인 요청입니다. 응답이 전달되지 않았습니다.",""
"STR-0765","renderer-candidate","medium","template","src/renderer/App.tsx","932","","구독 인증 상태 확인 실패: ${…}",""
"STR-0766","renderer-candidate","medium","literal","src/renderer/App.tsx","947","","새 파티",""
"STR-0767","renderer-candidate","medium","literal","src/renderer/App.tsx","953","","workbench",""
"STR-0768","renderer-candidate","medium","literal","src/renderer/App.tsx","958","","파티를 만들지 못했습니다",""
"STR-0769","renderer-candidate","medium","literal","src/renderer/App.tsx","982","","파티를 전환하지 못했습니다",""
"STR-0770","renderer-candidate","medium","template","src/renderer/App.tsx","1002","","새 창을 열지 못했습니다 — ${…}",""
"STR-0771","renderer-candidate","medium","template","src/renderer/App.tsx","1150","","'${…}' 멤버를 만들지 못했습니다",""
"STR-0772","renderer-candidate","medium","template","src/renderer/App.tsx","1160","","'${…}' 멤버를 삭제하지 못했습니다",""
"STR-0773","renderer-candidate","medium","literal","src/renderer/App.tsx","1181","","[layout] could not persist the tab layout",""
"STR-0774","renderer-candidate","medium","literal","src/renderer/App.tsx","1210","","파티를 삭제하지 못했습니다",""
"STR-0775","renderer-candidate","medium","literal","src/renderer/App.tsx","1279","","파티 프롬프트를 저장하지 못했습니다",""
"STR-0776","renderer-candidate","medium","template","src/renderer/App.tsx","1331","","'${…}' 권한을 변경하지 못했습니다: ${…}",""
"STR-0777","renderer-candidate","medium","template","src/renderer/App.tsx","1341","","구독 연결을 시작하지 못했습니다: ${…}",""
"STR-0778","renderer-candidate","medium","template","src/renderer/App.tsx","1353","","구독 연결을 끊지 못했습니다: ${…}",""
"STR-0779","renderer-candidate","medium","literal","src/renderer/App.tsx","1407","","컨텍스트를 압축하지 못했습니다",""
"STR-0780","renderer-candidate","medium","literal","src/renderer/App.tsx","1480","","엔진이 세션을 반환하지 않았습니다.",""
"STR-0781","renderer-candidate","medium","literal","src/renderer/App.tsx","1492","","runtime",""
"STR-0782","renderer-candidate","medium","template","src/renderer/App.tsx","1530","","'${…}' 세션을 시작하지 못했습니다.",""
"STR-0783","renderer-candidate","medium","literal","src/renderer/App.tsx","1589","","엔진이 세션을 반환하지 않았습니다.",""
"STR-0784","renderer-candidate","medium","template","src/renderer/App.tsx","1594","","'${…}' 세션을 준비하지 못했습니다: ${…} 자동으로 다시 시도합니다.","'${…}' 세션을 준비하지 못했습니다: ${…}. 자동으로 다시 시도합니다."
"STR-0785","renderer-candidate","medium","template","src/renderer/App.tsx","1595","","'${…}' 세션을 준비하지 못했습니다",""
"STR-0786","renderer-candidate","medium","literal","src/renderer/App.tsx","1604","","승인 결과를 전달하지 못했습니다",""
"STR-0787","renderer-candidate","medium","literal","src/renderer/App.tsx","1615","","승인 결과를 전달하지 못했습니다",""
"STR-0788","renderer-candidate","medium","literal","src/renderer/App.tsx","1620","","중단하지 못했습니다",""
"STR-0789","renderer-candidate","medium","literal","src/renderer/App.tsx","1624","","강제 종료하지 못했습니다",""
"STR-0790","renderer-candidate","medium","literal","src/renderer/App.tsx","1628","","세션을 재시작하지 못했습니다",""
"STR-0791","renderer-candidate","medium","template","src/renderer/App.tsx","1635","","'${…}' 세션을 재시작하지 못했습니다",""
"STR-0792","renderer-candidate","medium","template","src/renderer/App.tsx","1645","","'${…}' auto-compact 설정을 저장하지 못했습니다",""
"STR-0793","renderer-candidate","medium","template","src/renderer/App.tsx","1650","","'${…}' Message Gate 설정을 저장하지 못했습니다",""
"STR-0794","renderer-candidate","medium","template","src/renderer/App.tsx","1653","","'${…}' 메시지 인터럽트 기본값을 저장하지 못했습니다",""
"STR-0795","renderer-candidate","medium","literal","src/renderer/App.tsx","1656","","파티 Message Gate 설정을 저장하지 못했습니다",""
"STR-0796","renderer-candidate","medium","template","src/renderer/App.tsx","1663","","'${…}' 멤버를 닫지 못했습니다",""
"STR-0797","renderer-candidate","medium","literal","src/renderer/App.tsx","1719","","추론 강도를 바꾸지 못했습니다",""
"STR-0798","renderer-candidate","medium","literal","src/renderer/App.tsx","1726","","추론 모드를 바꾸지 못했습니다",""
"STR-0799","renderer-candidate","medium","literal","src/renderer/App.tsx","1741","","세션을 먼저 시작하세요 (멤버에게 메시지를 보내거나 패널을 열면 준비됩니다).","세션을 먼저 시작하세요. 멤버에게 메시지를 보내거나 패널을 열면 세션이 준비됩니다."
"STR-0800","renderer-candidate","medium","literal","src/renderer/App.tsx","1760","","세션을 먼저 시작하세요.",""
"STR-0801","renderer-candidate","medium","template","src/renderer/App.tsx","1806","","가이드를 열지 못했습니다: ${…}",""
"STR-0802","renderer-candidate","medium","literal","src/renderer/App.tsx","1813","","workbench",""
"STR-0803","renderer-candidate","medium","literal","src/renderer/App.tsx","1491","","Workbench",""
"STR-0804","renderer-candidate","medium","literal","src/renderer/App.tsx","1492","","가이드",""
"STR-0805","renderer-candidate","medium","literal","src/renderer/App.tsx","1493","","세션",""
"STR-0806","renderer-candidate","medium","literal","src/renderer/App.tsx","1494","","Token Usage",""
"STR-0807","renderer-candidate","medium","literal","src/renderer/App.tsx","1495","","인증",""
"STR-0808","renderer-candidate","medium","literal","src/renderer/App.tsx","1496","","런타임",""
"STR-0809","renderer-candidate","medium","literal","src/renderer/App.tsx","1818","","runtime",""
"STR-0810","renderer-candidate","medium","literal","src/renderer/App.tsx","1497","","자동화",""
"STR-0811","renderer-ui","high","jsx-title","src/renderer/App.tsx","1544","","테마 전환",""
"STR-0812","renderer-ui","high","jsx-title","src/renderer/App.tsx","1553","","최소화",""
"STR-0813","renderer-ui","high","jsx-title","src/renderer/App.tsx","1554","","최대화",""
"STR-0814","renderer-ui","high","jsx-title","src/renderer/App.tsx","1555","","닫기",""
"STR-0815","renderer-ui","high","jsx-aria-label","src/renderer/App.tsx","1560","","기본 탐색",""
"STR-0816","renderer-ui","high","jsx-title","src/renderer/App.tsx","1569","","계정",""
"STR-0817","renderer-candidate","medium","literal","src/renderer/App.tsx","1896","","workbench",""
"STR-0818","renderer-ui","high","jsx-text","src/renderer/App.tsx","1577","","Workbench",""
"STR-0819","renderer-ui","high","jsx-title","src/renderer/App.tsx","1580","","WSL distro: ${…}",""
"STR-0820","renderer-candidate","medium","literal","src/renderer/App.tsx","1582","","작업공간 없음",""
"STR-0821","renderer-ui","high","jsx-text","src/renderer/App.tsx","1584","","멤버를 탭으로 열고 패널을 나누어 여러 세션을 한 화면에서 관리합니다.",""
"STR-0822","renderer-ui","high","jsx-text","src/renderer/App.tsx","1587","","작업공간",""
"STR-0823","renderer-candidate","medium","literal","src/renderer/App.tsx","1922","","Codex 모델 목록을 새로고침하지 못했습니다",""
"STR-0824","renderer-candidate","medium","literal","src/renderer/App.tsx","1900","","workbench",""
"STR-0825","renderer-ui","high","jsx-title","src/renderer/App.tsx","1643","","WSL distro: ${…}",""
"STR-0826","renderer-candidate","medium","literal","src/renderer/App.tsx","1644","","작업공간 없음",""
"STR-0827","renderer-ui","high","jsx-text","src/renderer/App.tsx","1650","","작업공간",""
"STR-0828","renderer-candidate","medium","literal","src/renderer/App.tsx","1968","","workbench",""
"STR-0829","renderer-candidate","medium","literal","src/renderer/App.tsx","2015","","runtime",""
"STR-0830","renderer-candidate","medium","literal","src/renderer/App.tsx","2022","","Codex 모델 목록을 새로고침하지 못했습니다",""
"STR-0831","renderer-candidate","medium","literal","src/renderer/App.tsx","1996","","workbench",""
"STR-0832","renderer-candidate","medium","template","src/renderer/App.tsx","2063","","'${…}' 멤버 대화로 이동했습니다.",""
"STR-0833","renderer-ui","high","jsx-title","src/renderer/App.tsx","1748","","닫기",""
"STR-0834","renderer-candidate","medium","literal","src/renderer/app/appState.ts","11","","runtime",""
"STR-0835","renderer-candidate","medium","literal","src/renderer/app/appState.ts","11","","workbench",""
"STR-0836","renderer-candidate","medium","literal","src/renderer/app/appState.ts","36","","default",""
"STR-0837","renderer-candidate","medium","literal","src/renderer/app/appState.ts","39","","default",""
"STR-0838","renderer-candidate","medium","literal","src/renderer/app/appState.ts","66","","Workbench",""
"STR-0839","renderer-candidate","medium","literal","src/renderer/app/appState.ts","67","","가이드",""
"STR-0840","renderer-candidate","medium","literal","src/renderer/app/appState.ts","68","","세션",""
"STR-0841","renderer-candidate","medium","literal","src/renderer/app/appState.ts","69","","Token Usage",""
"STR-0842","renderer-candidate","medium","literal","src/renderer/app/appState.ts","70","","인증",""
"STR-0843","renderer-candidate","medium","literal","src/renderer/app/appState.ts","71","","런타임",""
"STR-0844","renderer-candidate","medium","literal","src/renderer/app/appState.ts","72","","자동화",""
"STR-0845","renderer-candidate","medium","literal","src/renderer/app/appState.ts","81","","패널과 탭으로 멤버 세션을 나누어 실행합니다.","패널과 탭을 사용하여 멤버 세션을 분리해 실행합니다."
"STR-0846","renderer-candidate","medium","literal","src/renderer/app/appState.ts","82","","앱을 실제로 움직여 보여주고, 궁금한 것에 답합니다.","앱 기능의 동작을 화면으로 안내하고 사용자의 질문에 답변합니다."
"STR-0847","renderer-candidate","medium","literal","src/renderer/app/appState.ts","83","","활성 세션을 열거나 이전 작업을 이어서 진행합니다.","활성 세션을 열거나 이전 작업을 계속 진행합니다."
"STR-0848","renderer-candidate","medium","literal","src/renderer/app/appState.ts","84","","어디서 얼마나 타는지 몇 초 안에 알아채고, 원인까지 한 화면에서 내려갑니다.","토큰 사용량과 비용 발생 현황을 신속하게 확인하고 원인을 한 화면에서 분석합니다."
"STR-0849","renderer-candidate","medium","literal","src/renderer/app/appState.ts","85","","구독과 provider API 키를 관리합니다.","구독 및 제공자 API 키를 관리합니다."
"STR-0850","renderer-candidate","medium","literal","src/renderer/app/appState.ts","86","","하네스, provider, 모델, 디버깅 기본값을 관리합니다.","하네스, 제공자, 모델, 디버깅 기본값을 관리합니다."
"STR-0851","renderer-candidate","medium","literal","src/renderer/app/appState.ts","87","","AI 자동화와 E2E 테스트용 로컬 API 및 로그를 확인합니다.",""
"STR-0852","renderer-candidate","medium","literal","src/renderer/app/appState.ts","101","","runtime",""
"STR-0853","renderer-candidate","medium","literal","src/renderer/app/appState.ts","101","","workbench",""
"STR-0854","renderer-candidate","medium","literal","src/renderer/app/favoriteModelPrefs.ts","66","","favourite models: no writer registered (usePublishFavoriteModels was never mounted)",""
"STR-0855","renderer-candidate","medium","literal","src/renderer/app/fontProbe.ts","23","","가나다라ABCXYZabcxyz0123",""
"STR-0856","renderer-candidate","medium","literal","src/renderer/app/fontProbe.ts","127","","이 런타임은 설치 글꼴 열거(queryLocalFonts)를 지원하지 않습니다.",""
"STR-0857","renderer-candidate","medium","template","src/renderer/app/fontProbe.ts","134","","설치 글꼴을 열거하지 못했습니다: ${…}",""
"STR-0858","renderer-candidate","medium","literal","src/renderer/app/fontProbe.ts","138","","글꼴 분류에 필요한 캔버스를 만들지 못했습니다.",""
"STR-0859","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","17","","가이드를 먼저 보시겠습니까?",""
"STR-0860","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","21","","앱을 움직이는 화면과, 물어볼 수 있는 채팅이 한 창에 있습니다. 지금은 한 번만 여쭤봅니다.","앱 동작 안내 화면과 질문 가능한 채팅을 한 창에서 제공합니다. 이 안내는 최초 실행 시 한 번만 표시됩니다."
"STR-0861","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","25","","나중에",""
"STR-0862","renderer-ui","high","jsx-text","src/renderer/app/GuideOfferDialog.tsx","26","","가이드 보기",""
"STR-0863","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","19","","직결 가능",""
"STR-0864","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","21","","공인 IP와 포트 매핑이 모두 확인되었습니다. 폰이 다른 네트워크(LTE·5G)에 있어도 대개 바로 연결됩니다.","공인 IP와 포트 매핑이 모두 확인되었습니다. 모바일 기기가 다른 네트워크(LTE·5G)에 있어도 대부분 바로 연결할 수 있습니다."
"STR-0865","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","22","","추가 설정이 필요 없습니다.",""
"STR-0866","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","25","","공유기가 포트 매핑을 거부","공유기의 포트 매핑 거부"
"STR-0867","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","27","","공인 IP는 있지만 공유기가 UPnP/NAT-PMP 요청에 응답하지 않았습니다. 연결이 되더라도 폰이 먼저 걸어야 하는 경우가 늘어 실패율이 올라갑니다.","공인 IP는 확인되었으나 공유기가 UPnP/NAT-PMP 요청에 응답하지 않았습니다. 모바일 기기에서 먼저 연결을 시작해야 하는 경우가 늘어나 연결 실패 가능성이 높아집니다."
"STR-0868","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","28","","공유기 관리 페이지에서 UPnP를 켜세요. 켤 수 없다면 같은 Wi-Fi에서 쓰거나, 아래 포트를 수동으로 포워딩하세요.","공유기 관리 페이지에서 UPnP를 활성화하세요. 활성화할 수 없으면 동일한 Wi-Fi에서 사용하거나 아래 포트의 포트 포워딩을 수동으로 설정하세요."
"STR-0869","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","31","","공유기가 두 겹","다중 공유기 환경"
"STR-0870","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","33","","인터넷 회선과 이 PC 사이에 공유기가 두 대 이상 있습니다. 바깥 공유기가 안쪽 공유기에게 사설 IP를 주고 있어, 안쪽에서 연 포트가 바깥까지 닿지 않습니다.","인터넷 회선과 이 PC 사이에 공유기가 두 대 이상 있습니다. 외부 공유기에서 내부 공유기에 사설 IP를 할당하므로, 내부 공유기에서 연 포트가 외부 네트워크까지 연결되지 않습니다."
"STR-0871","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","34","","둘 중 하나를 브리지(허브) 모드로 바꾸거나, 이 PC를 바깥쪽 공유기에 직접 연결하세요.","공유기 중 하나를 브리지(허브) 모드로 변경하거나 이 PC를 외부 공유기에 직접 연결하세요."
"STR-0872","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","37","","통신사 공유 IP (CGNAT)",""
"STR-0873","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","39","","통신사가 공인 IP 대신 가입자끼리 나눠 쓰는 주소(100.64~100.127 대역)를 주고 있습니다. 외부에서 이 PC로 들어오는 연결을 열 방법이 없습니다.","통신사가 공인 IP 대신 여러 가입자가 공유하는 주소(100.64~100.127 대역)를 할당하고 있습니다. 외부에서 이 PC로 연결할 수 없습니다."
"STR-0874","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","40","","통신사 고객센터에 공인 IP(고정 IP가 아니어도 됩니다)를 요청하세요. 그 전까지는 폰과 PC를 같은 Wi-Fi에 두면 연결됩니다.","통신사 고객센터에 공인 IP를 요청하세요. 고정 IP일 필요는 없습니다. 발급 전에는 모바일 기기와 PC를 동일한 Wi-Fi에 연결하여 사용할 수 있습니다."
"STR-0875","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","43","","회선이 사설 IP","사설 IP 회선"
"STR-0876","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","45","","이 PC의 바깥 주소가 공인 IP가 아닙니다. 회사·학교·기숙사 망이나 상위 장비의 NAT 안에 있을 때 나타납니다.","이 PC의 외부 주소가 공인 IP가 아닙니다. 회사·학교·기숙사 네트워크 또는 상위 장비의 NAT 환경에서 발생할 수 있습니다."
"STR-0877","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","46","","망 관리자에게 문의하거나, 폰과 PC를 같은 네트워크에 두고 사용하세요.","네트워크 관리자에게 문의하거나 모바일 기기와 PC를 동일한 네트워크에 연결하여 사용하세요."
"STR-0878","renderer-candidate","medium","literal","src/renderer/app/MobileLinkTab.tsx","49","","대칭형 NAT",""
